Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit, Profit Value , Loss Value ,Date,Month,Quarter,Customer_Name,Product_Name,Country,Profit/Loss
Enterprise,CUST_ID_007,PROD_ID_003,Medium,567,120,125,"70,875.00",6378.75,"64,496.25","68,040.00","-3,543.75",  ," 3,543.75 ",24/11/2021,Nov,Q4,Ethan Miller,Velo,India,Loss
Enterprise,CUST_ID_030,PROD_ID_003,Medium,"2,110.00",120,125,"263,750.00",23737.5,"240,012.50","253,200.00","-13,187.50",  ," 13,187.50 ",22/01/2021,Jan,Q1,Sophia Turner,Velo,Italy,Loss
Government,CUST_ID_016,PROD_ID_003,Medium,"1,269.00",120,350,"444,150.00",39973.5,"404,176.50","329,940.00","74,236.50"," 74,236.50 ",  ,01/06/2022,Jun,Q2,Harper Davis,Velo,Japan,Profit
Channel Partners,CUST_ID_147,PROD_ID_004,Medium,"1,956.00",250,12,"23,472.00",2112.48,"21,359.52","5,868.00","15,491.52"," 15,491.52 ",  ,22/11/2021,Nov,Q4,Logan Martin,VTT,England,Profit
Small Business,CUST_ID_032,PROD_ID_004,Medium,"2,659.00",250,300,"797,700.00",71793,"725,907.00","664,750.00","61,157.00"," 61,157.00 ",  ,26/12/2022,Dec,Q4,Mia White,VTT,Japan,Profit
Government,CUST_ID_033,PROD_ID_004,Medium,"1,351.50",250,350,"473,025.00",42572.25,"430,452.75","351,390.00","79,062.75"," 79,062.75 ",  ,21/11/2022,Nov,Q4,Logan Garcia,VTT,USA,Profit
Channel Partners,CUST_ID_067,PROD_ID_004,Medium,880,250,12,"10,560.00",950.4,"9,609.60","2,640.00","6,969.60"," 6,969.60 ",  ,07/11/2021,Nov,Q4,Henry Phillips,VTT,England,Profit
Small Business,CUST_ID_075,PROD_ID_004,Medium,"1,867.00",250,300,"560,100.00",50409,"509,691.00","466,750.00","42,941.00"," 42,941.00 ",  ,24/01/2021,Jan,Q1,Logan Martin,VTT,England,Profit
Midmarket,CUST_ID_087,PROD_ID_004,Medium,"1,227.00",250,15,"18,405.00",1656.45,"16,748.55","12,270.00","4,478.55"," 4,478.55 ",  ,25/10/2022,Oct,Q4,Logan Phillips,VTT,India,Profit
Enterprise,CUST_ID_125,PROD_ID_004,Medium,877,250,125,"109,625.00",9866.25,"99,758.75","105,240.00","-5,481.25",  ," 5,481.25 ",25/10/2022,Oct,Q4,Samuel Hill,VTT,Germany,Loss
Government,CUST_ID_064,PROD_ID_006,Medium,"2,071.00",260,350,"724,850.00",65236.5,"659,613.50","538,460.00","121,153.50"," 121,153.50 ",  ,18/08/2022,Aug,Q3,Charlotte Anderson,Amarilla,Japan,Profit
Government,CUST_ID_047,PROD_ID_006,Medium,"1,269.00",260,350,"444,150.00",39973.5,"404,176.50","329,940.00","74,236.50"," 74,236.50 ",  ,06/04/2021,Apr,Q2,Michael Wilson,Amarilla,India,Profit
Government,CUST_ID_093,PROD_ID_006,Medium,"1,694.00",260,20,"33,880.00",3049.2,"30,830.80","16,940.00","13,890.80"," 13,890.80 ",  ,18/04/2021,Apr,Q2,Jackson Hill,Amarilla,Germany,Profit
Government,CUST_ID_048,PROD_ID_005,Medium,663,3,20,"13,260.00",1193.4,"12,066.60","6,630.00","5,436.60"," 5,436.60 ",  ,29/10/2021,Oct,Q4,Sofia Turner,Carretera,Japan,Profit
Government,CUST_ID_042,PROD_ID_005,Medium,819,3,7,"5,733.00",515.97,"5,217.03","4,095.00","1,122.03"," 1,122.03 ",  ,13/09/2021,Sep,Q3,Emily Garcia,Carretera,Canada,Profit
Channel Partners,CUST_ID_010,PROD_ID_005,Medium,"1,580.00",3,12,"18,960.00",1706.4,"17,253.60","4,740.00","12,513.60"," 12,513.60 ",  ,21/01/2022,Jan,Q1,Sophia Anderson,Carretera,Canada,Profit
Government,CUST_ID_066,PROD_ID_005,Medium,521,3,7,"3,647.00",328.23,"3,318.77","2,605.00",713.77, 713.77 ,  ,26/10/2021,Oct,Q4,Harper Turner,Carretera,Canada,Profit
Government,CUST_ID_027,PROD_ID_002,Medium,973,10,20,"19,460.00",1751.4,"17,708.60","9,730.00","7,978.60"," 7,978.60 ",  ,06/01/2021,Jan,Q1,Michael Hill,Paseo,England,Profit
Government,CUST_ID_040,PROD_ID_002,Medium,"1,038.00",10,20,"20,760.00",1868.4,"18,891.60","10,380.00","8,511.60"," 8,511.60 ",  ,05/08/2022,Aug,Q3,Abigail Lewis,Paseo,Japan,Profit
Government,CUST_ID_072,PROD_ID_002,Medium,360,10,7,"2,520.00",226.8,"2,293.20","1,800.00",493.2, 493.20 ,  ,15/05/2021,May,Q2,Emily Hill,Paseo,Japan,Profit
Channel Partners,CUST_ID_123,PROD_ID_003,Medium,"1,967.00",120,12,"23,604.00",2124.36,"21,479.64","5,901.00","15,578.64"," 15,578.64 ",  ,02/03/2021,Mar,Q1,Logan Martin,Velo,England,Profit
Midmarket,CUST_ID_091,PROD_ID_003,Medium,"2,628.00",120,15,"39,420.00",3547.8,"35,872.20","26,280.00","9,592.20"," 9,592.20 ",  ,21/12/2021,Dec,Q4,Henry Garcia,Velo,England,Profit
Government,CUST_ID_056,PROD_ID_004,Medium,360,250,7,"2,520.00",226.8,"2,293.20","1,800.00",493.2, 493.20 ,  ,04/12/2022,Dec,Q4,Amelia Perez,VTT,Japan,Profit
Government,CUST_ID_034,PROD_ID_004,Medium,521,250,7,"3,647.00",328.23,"3,318.77","2,605.00",713.77, 713.77 ,  ,13/02/2022,Feb,Q1,Charlotte Davis,VTT,Canada,Profit
Government,CUST_ID_093,PROD_ID_006,Medium,"1,038.00",260,20,"20,760.00",1868.4,"18,891.60","10,380.00","8,511.60"," 8,511.60 ",  ,25/06/2022,Jun,Q2,Jackson Hill,Amarilla,Germany,Profit
Midmarket,CUST_ID_103,PROD_ID_006,Medium,"1,630.50",260,15,"24,457.50",2201.175,"22,256.33","16,305.00","5,951.33"," 5,951.33 ",  ,09/05/2021,May,Q2,Henry Martin,Amarilla,India,Profit
Government,CUST_ID_099,PROD_ID_001,High,"2,328.00",5,7,"16,296.00",1629.6,"14,666.40","11,640.00","3,026.40"," 3,026.40 ",  ,22/10/2021,Oct,Q4,Logan Martin,Montana,England,Profit
Enterprise,CUST_ID_009,PROD_ID_005,High,"3,445.50",3,125,"430,687.50",43068.75,"387,618.75","413,460.00","-25,841.25",  ," 25,841.25 ",25/10/2021,Oct,Q4,Mason Taylor,Carretera,USA,Loss
Government,CUST_ID_099,PROD_ID_001,High,"2,313.00",5,350,"809,550.00",80955,"728,595.00","601,380.00","127,215.00"," 127,215.00 ",  ,07/06/2022,Jun,Q2,Logan Martin,Montana,England,Profit
Midmarket,CUST_ID_145,PROD_ID_001,High,"2,072.00",5,15,"31,080.00",3108,"27,972.00","20,720.00","7,252.00"," 7,252.00 ",  ,23/04/2021,Apr,Q2,Benjamin Phillips,Montana,USA,Profit
Government,CUST_ID_052,PROD_ID_002,High,"1,954.00",10,20,"39,080.00",3908,"35,172.00","19,540.00","15,632.00"," 15,632.00 ",  ,16/01/2021,Jan,Q1,Charlotte Martin,Paseo,France,Profit
Small Business,CUST_ID_003,PROD_ID_002,High,591,10,300,"177,300.00",17730,"159,570.00","147,750.00","11,820.00"," 11,820.00 ",  ,22/04/2022,Apr,Q2,Noah Williams,Paseo,England,Profit
Government,CUST_ID_072,PROD_ID_002,High,241,10,20,"4,820.00",482,"4,338.00","2,410.00","1,928.00"," 1,928.00 ",  ,24/10/2022,Oct,Q4,Emily Hill,Paseo,Japan,Profit
Midmarket,CUST_ID_096,PROD_ID_003,High,681,120,15,"10,215.00",1021.5,"9,193.50","6,810.00","2,383.50"," 2,383.50 ",  ,19/05/2021,May,Q2,Emily Phillips,Velo,Japan,Profit
Midmarket,CUST_ID_096,PROD_ID_003,High,510,120,15,"7,650.00",765,"6,885.00","5,100.00","1,785.00"," 1,785.00 ",  ,05/02/2022,Feb,Q1,Emily Phillips,Velo,Japan,Profit
Midmarket,CUST_ID_135,PROD_ID_003,High,790,120,15,"11,850.00",1185,"10,665.00","7,900.00","2,765.00"," 2,765.00 ",  ,07/12/2021,Dec,Q4,Logan Phillips,Velo,India,Profit
Government,CUST_ID_054,PROD_ID_003,High,639,120,350,"223,650.00",22365,"201,285.00","166,140.00","35,145.00"," 35,145.00 ",  ,14/06/2021,Jun,Q2,Harper Wilson,Velo,Italy,Profit
Enterprise,CUST_ID_015,PROD_ID_003,High,"1,596.00",120,125,"199,500.00",19950,"179,550.00","191,520.00","-11,970.00",  ," 11,970.00 ",10/05/2022,May,Q2,Samuel Taylor,Velo,India,Loss
Government,CUST_ID_028,PROD_ID_003,High,241,120,20,"4,820.00",482,"4,338.00","2,410.00","1,928.00"," 1,928.00 ",  ,21/06/2022,Jun,Q2,Sofia Phillips,Velo,France,Profit
Government,CUST_ID_028,PROD_ID_003,High,"2,665.00",120,7,"18,655.00",1865.5,"16,789.50","13,325.00","3,464.50"," 3,464.50 ",  ,07/10/2022,Oct,Q4,Sofia Phillips,Velo,France,Profit
Small Business,CUST_ID_061,PROD_ID_003,High,853,120,300,"255,900.00",25590,"230,310.00","213,250.00","17,060.00"," 17,060.00 ",  ,17/01/2022,Jan,Q1,Benjamin Martin,Velo,Germany,Profit
Enterprise,CUST_ID_125,PROD_ID_004,High,341,250,125,"42,625.00",4262.5,"38,362.50","40,920.00","-2,557.50",  ," 2,557.50 ",30/01/2022,Jan,Q1,Samuel Hill,VTT,Germany,Loss
Midmarket,CUST_ID_045,PROD_ID_004,High,641,250,15,"9,615.00",961.5,"8,653.50","6,410.00","2,243.50"," 2,243.50 ",  ,30/08/2021,Aug,Q3,Alexander Hill,VTT,Germany,Profit
Government,CUST_ID_033,PROD_ID_004,High,"2,807.00",250,350,"982,450.00",98245,"884,205.00","729,820.00","154,385.00"," 154,385.00 ",  ,04/09/2021,Sep,Q3,Logan Garcia,VTT,USA,Profit
Small Business,CUST_ID_017,PROD_ID_004,High,432,250,300,"129,600.00",12960,"116,640.00","108,000.00","8,640.00"," 8,640.00 ",  ,20/01/2022,Jan,Q1,Henry Anderson,VTT,USA,Profit
Enterprise,CUST_ID_105,PROD_ID_004,High,"2,529.00",250,125,"316,125.00",31612.5,"284,512.50","303,480.00","-18,967.50",  ," 18,967.50 ",18/08/2021,Aug,Q3,Jackson Turner,VTT,USA,Loss
Enterprise,CUST_ID_148,PROD_ID_006,High,579,260,125,"72,375.00",7237.5,"65,137.50","69,480.00","-4,342.50",  ," 4,342.50 ",08/12/2022,Dec,Q4,Charlotte Garcia,Amarilla,France,Loss
Government,CUST_ID_047,PROD_ID_006,High,"2,240.00",260,350,"784,000.00",78400,"705,600.00","582,400.00","123,200.00"," 123,200.00 ",  ,13/11/2022,Nov,Q4,Michael Wilson,Amarilla,India,Profit
Small Business,CUST_ID_144,PROD_ID_006,High,"2,993.00",260,300,"897,900.00",89790,"808,110.00","748,250.00","59,860.00"," 59,860.00 ",  ,09/08/2022,Aug,Q3,Emily Hill,Amarilla,Japan,Profit
Channel Partners,CUST_ID_095,PROD_ID_006,High,"3,520.50",260,12,"42,246.00",4224.6,"38,021.40","10,561.50","27,459.90"," 27,459.90 ",  ,26/11/2021,Nov,Q4,Aiden Garcia,Amarilla,India,Profit
Government,CUST_ID_093,PROD_ID_006,High,"2,039.00",260,20,"40,780.00",4078,"36,702.00","20,390.00","16,312.00"," 16,312.00 ",  ,18/04/2021,Apr,Q2,Jackson Hill,Amarilla,Germany,Profit
Channel Partners,CUST_ID_098,PROD_ID_006,High,"2,574.00",260,12,"30,888.00",3088.8,"27,799.20","7,722.00","20,077.20"," 20,077.20 ",  ,02/05/2022,May,Q2,Mia Turner,Amarilla,Canada,Profit
Government,CUST_ID_047,PROD_ID_006,High,707,260,350,"247,450.00",24745,"222,705.00","183,820.00","38,885.00"," 38,885.00 ",  ,16/01/2022,Jan,Q1,Michael Wilson,Amarilla,India,Profit
Midmarket,CUST_ID_019,PROD_ID_006,High,"2,072.00",260,15,"31,080.00",3108,"27,972.00","20,720.00","7,252.00"," 7,252.00 ",  ,24/11/2021,Nov,Q4,Jackson Martinez,Amarilla,England,Profit
Small Business,CUST_ID_149,PROD_ID_006,High,853,260,300,"255,900.00",25590,"230,310.00","213,250.00","17,060.00"," 17,060.00 ",  ,11/12/2022,Dec,Q4,Samuel Hill,Amarilla,Germany,Profit
Government,CUST_ID_052,PROD_ID_002,High,"2,532.00",10,7,"17,724.00",1949.64,"15,774.36","12,660.00","3,114.36"," 3,114.36 ",  ,16/09/2022,Sep,Q3,Charlotte Martin,Paseo,France,Profit
Midmarket,CUST_ID_140,PROD_ID_003,High,384,120,15,"5,760.00",633.6,"5,126.40","3,840.00","1,286.40"," 1,286.40 ",  ,08/06/2021,Jun,Q2,Amelia Phillips,Velo,France,Profit
Channel Partners,CUST_ID_114,PROD_ID_003,High,472,120,12,"5,664.00",623.04,"5,040.96","1,416.00","3,624.96"," 3,624.96 ",  ,28/11/2021,Nov,Q4,Harper Martin,Velo,Canada,Profit
Government,CUST_ID_033,PROD_ID_004,High,"1,579.00",250,7,"11,053.00",1215.83,"9,837.17","7,895.00","1,942.17"," 1,942.17 ",  ,06/02/2022,Feb,Q1,Logan Garcia,VTT,USA,Profit
Midmarket,CUST_ID_046,PROD_ID_006,High,"3,199.50",260,15,"47,992.50",5279.175,"42,713.33","31,995.00","10,718.33"," 10,718.33 ",  ,15/04/2021,Apr,Q2,Avery Anderson,Amarilla,Italy,Profit
Channel Partners,CUST_ID_098,PROD_ID_006,High,472,260,12,"5,664.00",623.04,"5,040.96","1,416.00","3,624.96"," 3,624.96 ",  ,13/10/2021,Oct,Q4,Mia Turner,Amarilla,Canada,Profit
Channel Partners,CUST_ID_036,PROD_ID_005,High,"1,937.00",3,12,"23,244.00",2556.84,"20,687.16","5,811.00","14,876.16"," 14,876.16 ",  ,04/10/2021,Oct,Q4,Harper Anderson,Carretera,France,Profit
Government,CUST_ID_048,PROD_ID_005,High,792,3,350,"277,200.00",30492,"246,708.00","205,920.00","40,788.00"," 40,788.00 ",  ,23/05/2021,May,Q2,Sofia Turner,Carretera,Japan,Profit
Small Business,CUST_ID_020,PROD_ID_005,High,"2,811.00",3,300,"843,300.00",92763,"750,537.00","702,750.00","47,787.00"," 47,787.00 ",  ,31/08/2022,Aug,Q3,Abigail Robinson,Carretera,France,Profit
Enterprise,CUST_ID_085,PROD_ID_005,High,"2,441.00",3,125,"305,125.00",33563.75,"271,561.25","292,920.00","-21,358.75",  ," 21,358.75 ",05/04/2022,Apr,Q2,Benjamin Garcia,Carretera,Germany,Loss
Government,CUST_ID_037,PROD_ID_001,High,766,5,350,"268,100.00",29491,"238,609.00","199,160.00","39,449.00"," 39,449.00 ",  ,14/04/2022,Apr,Q2,Henry Martinez,Montana,Germany,Profit
Midmarket,CUST_ID_112,PROD_ID_001,High,"2,157.00",5,15,"32,355.00",3559.05,"28,795.95","21,570.00","7,225.95"," 7,225.95 ",  ,30/08/2022,Aug,Q3,Charlotte Hill,Montana,Japan,Profit
Small Business,CUST_ID_070,PROD_ID_002,High,873,10,300,"261,900.00",28809,"233,091.00","218,250.00","14,841.00"," 14,841.00 ",  ,31/12/2021,Dec,Q4,Abigail Garcia,Paseo,Italy,Profit
Government,CUST_ID_040,PROD_ID_002,High,"1,122.00",10,20,"22,440.00",2468.4,"19,971.60","11,220.00","8,751.60"," 8,751.60 ",  ,27/12/2021,Dec,Q4,Abigail Lewis,Paseo,Japan,Profit
Government,CUST_ID_004,PROD_ID_002,High,"2,104.50",10,350,"736,575.00",81023.25,"655,551.75","547,170.00","108,381.75"," 108,381.75 ",  ,03/12/2021,Dec,Q4,Olivia Brown,Paseo,France,Profit
Channel Partners,CUST_ID_060,PROD_ID_002,High,"4,026.00",10,12,"48,312.00",5314.32,"42,997.68","12,078.00","30,919.68"," 30,919.68 ",  ,20/04/2022,Apr,Q2,Emily Garcia,Paseo,France,Profit
Channel Partners,CUST_ID_025,PROD_ID_002,High,"2,425.50",10,12,"29,106.00",3201.66,"25,904.34","7,276.50","18,627.84"," 18,627.84 ",  ,01/12/2021,Dec,Q4,Alexander Perez,Paseo,USA,Profit
Government,CUST_ID_004,PROD_ID_002,High,"2,394.00",10,20,"47,880.00",5266.8,"42,613.20","23,940.00","18,673.20"," 18,673.20 ",  ,12/03/2021,Mar,Q1,Olivia Brown,Paseo,France,Profit
Midmarket,CUST_ID_044,PROD_ID_002,High,"1,984.00",10,15,"29,760.00",3273.6,"26,486.40","19,840.00","6,646.40"," 6,646.40 ",  ,24/11/2022,Nov,Q4,Elizabeth Martin,Paseo,France,Profit
Enterprise,CUST_ID_051,PROD_ID_002,High,"2,441.00",10,125,"305,125.00",33563.75,"271,561.25","292,920.00","-21,358.75",  ," 21,358.75 ",05/10/2021,Oct,Q4,Logan Phillips,Paseo,England,Loss
Small Business,CUST_ID_070,PROD_ID_002,High,"1,366.00",10,300,"409,800.00",45078,"364,722.00","341,500.00","23,222.00"," 23,222.00 ",  ,17/10/2021,Oct,Q4,Abigail Garcia,Paseo,Italy,Profit
Government,CUST_ID_016,PROD_ID_003,High,"1,808.00",120,7,"12,656.00",1392.16,"11,263.84","9,040.00","2,223.84"," 2,223.84 ",  ,08/04/2021,Apr,Q2,Harper Davis,Velo,Japan,Profit
Channel Partners,CUST_ID_081,PROD_ID_004,High,"1,734.00",250,12,"20,808.00",2288.88,"18,519.12","5,202.00","13,317.12"," 13,317.12 ",  ,03/10/2021,Oct,Q4,Jackson Lewis,VTT,USA,Profit
Enterprise,CUST_ID_125,PROD_ID_004,High,554,250,125,"69,250.00",7617.5,"61,632.50","66,480.00","-4,847.50",  ," 4,847.50 ",04/06/2021,Jun,Q2,Samuel Hill,VTT,Germany,Loss
Enterprise,CUST_ID_073,PROD_ID_006,High,"3,165.00",260,125,"395,625.00",43518.75,"352,106.25","379,800.00","-27,693.75",  ," 27,693.75 ",07/11/2021,Nov,Q4,Benjamin Phillips,Amarilla,USA,Loss
Government,CUST_ID_093,PROD_ID_006,High,"2,629.00",260,20,"52,580.00",5783.8,"46,796.20","26,290.00","20,506.20"," 20,506.20 ",  ,26/04/2022,Apr,Q2,Jackson Hill,Amarilla,Germany,Profit
Enterprise,CUST_ID_138,PROD_ID_006,High,"1,433.00",260,125,"179,125.00",19703.75,"159,421.25","171,960.00","-12,538.75",  ," 12,538.75 ",21/07/2021,Jul,Q3,Harper Martin,Amarilla,Canada,Loss
Midmarket,CUST_ID_104,PROD_ID_006,High,"2,157.00",260,15,"32,355.00",3559.05,"28,795.95","21,570.00","7,225.95"," 7,225.95 ",  ,27/10/2021,Oct,Q4,Amelia Hill,Amarilla,Japan,Profit
Government,CUST_ID_066,PROD_ID_005,High,886,3,350,"310,100.00",37212,"272,888.00","230,360.00","42,528.00"," 42,528.00 ",  ,07/12/2022,Dec,Q4,Harper Turner,Carretera,Canada,Profit
Enterprise,CUST_ID_100,PROD_ID_005,High,"2,156.00",3,125,"269,500.00",32340,"237,160.00","258,720.00","-21,560.00",  ," 21,560.00 ",18/10/2021,Oct,Q4,Charlotte Garcia,Carretera,France,Loss
Midmarket,CUST_ID_090,PROD_ID_005,High,"2,689.00",3,15,"40,335.00",4840.2,"35,494.80","26,890.00","8,604.80"," 8,604.80 ",  ,16/06/2021,Jun,Q2,Harper Martin,Carretera,Canada,Profit
Midmarket,CUST_ID_113,PROD_ID_001,High,677,5,15,"10,155.00",1218.6,"8,936.40","6,770.00","2,166.40"," 2,166.40 ",  ,02/11/2022,Nov,Q4,Samuel Turner,Montana,USA,Profit
Small Business,CUST_ID_078,PROD_ID_001,High,"1,773.00",5,300,"531,900.00",63828,"468,072.00","443,250.00","24,822.00"," 24,822.00 ",  ,03/12/2022,Dec,Q4,Harper Hill,Montana,Italy,Profit
Government,CUST_ID_049,PROD_ID_001,High,"2,420.00",5,7,"16,940.00",2032.8,"14,907.20","12,100.00","2,807.20"," 2,807.20 ",  ,02/12/2021,Dec,Q4,Elijah Perez,Montana,USA,Profit
Government,CUST_ID_043,PROD_ID_001,High,"2,734.00",5,7,"19,138.00",2296.56,"16,841.44","13,670.00","3,171.44"," 3,171.44 ",  ,07/05/2022,May,Q2,Sebastian Phillips,Montana,England,Profit
Small Business,CUST_ID_116,PROD_ID_002,High,"3,495.00",10,300,"1,048,500.00",125820,"922,680.00","873,750.00","48,930.00"," 48,930.00 ",  ,03/09/2022,Sep,Q3,Amelia Phillips,Paseo,France,Profit
Government,CUST_ID_040,PROD_ID_002,High,886,10,350,"310,100.00",37212,"272,888.00","230,360.00","42,528.00"," 42,528.00 ",  ,26/06/2021,Jun,Q2,Abigail Lewis,Paseo,Japan,Profit
Enterprise,CUST_ID_024,PROD_ID_002,High,"2,156.00",10,125,"269,500.00",32340,"237,160.00","258,720.00","-21,560.00",  ," 21,560.00 ",24/06/2021,Jun,Q2,Elizabeth Green,Paseo,Japan,Loss
Government,CUST_ID_040,PROD_ID_002,High,905,10,20,"18,100.00",2172,"15,928.00","9,050.00","6,878.00"," 6,878.00 ",  ,02/05/2022,May,Q2,Abigail Lewis,Paseo,Japan,Profit
Government,CUST_ID_052,PROD_ID_002,High,"1,594.00",10,350,"557,900.00",66948,"490,952.00","414,440.00","76,512.00"," 76,512.00 ",  ,12/07/2021,Jul,Q3,Charlotte Martin,Paseo,France,Profit
Small Business,CUST_ID_069,PROD_ID_002,High,"1,359.00",10,300,"407,700.00",48924,"358,776.00","339,750.00","19,026.00"," 19,026.00 ",  ,25/10/2021,Oct,Q4,Jackson Hill,Paseo,Germany,Profit
Small Business,CUST_ID_003,PROD_ID_002,High,"2,150.00",10,300,"645,000.00",77400,"567,600.00","537,500.00","30,100.00"," 30,100.00 ",  ,23/04/2022,Apr,Q2,Noah Williams,Paseo,England,Profit
Government,CUST_ID_040,PROD_ID_002,High,"1,197.00",10,350,"418,950.00",50274,"368,676.00","311,220.00","57,456.00"," 57,456.00 ",  ,27/03/2022,Mar,Q1,Abigail Lewis,Paseo,Japan,Profit
Government,CUST_ID_040,PROD_ID_002,High,"1,233.00",10,20,"24,660.00",2959.2,"21,700.80","12,330.00","9,370.80"," 9,370.80 ",  ,22/07/2022,Jul,Q3,Abigail Lewis,Paseo,Japan,Profit
Government,CUST_ID_031,PROD_ID_003,High,"1,395.00",120,350,"488,250.00",58590,"429,660.00","362,700.00","66,960.00"," 66,960.00 ",  ,06/02/2022,Feb,Q1,Benjamin Lee,Velo,India,Profit
Government,CUST_ID_041,PROD_ID_003,High,986,120,350,"345,100.00",41412,"303,688.00","256,360.00","47,328.00"," 47,328.00 ",  ,19/12/2022,Dec,Q4,Aiden Clark,Velo,USA,Profit
Government,CUST_ID_031,PROD_ID_003,High,905,120,20,"18,100.00",2172,"15,928.00","9,050.00","6,878.00"," 6,878.00 ",  ,26/10/2022,Oct,Q4,Benjamin Lee,Velo,India,Profit
Channel Partners,CUST_ID_142,PROD_ID_004,High,"2,109.00",250,12,"25,308.00",3036.96,"22,271.04","6,327.00","15,944.04"," 15,944.04 ",  ,04/01/2022,Jan,Q1,Abigail Martin,VTT,Italy,Profit
Midmarket,CUST_ID_087,PROD_ID_004,High,"3,874.50",250,15,"58,117.50",6974.1,"51,143.40","38,745.00","12,398.40"," 12,398.40 ",  ,22/12/2021,Dec,Q4,Logan Phillips,VTT,India,Profit
Government,CUST_ID_033,PROD_ID_004,High,986,250,350,"345,100.00",41412,"303,688.00","256,360.00","47,328.00"," 47,328.00 ",  ,07/01/2022,Jan,Q1,Logan Garcia,VTT,USA,Profit
Enterprise,CUST_ID_117,PROD_ID_004,High,"2,387.00",250,125,"298,375.00",35805,"262,570.00","286,440.00","-23,870.00",  ," 23,870.00 ",22/12/2022,Dec,Q4,Jackson Hill,VTT,Germany,Loss
Government,CUST_ID_034,PROD_ID_004,High,"1,233.00",250,20,"24,660.00",2959.2,"21,700.80","12,330.00","9,370.80"," 9,370.80 ",  ,17/04/2021,Apr,Q2,Charlotte Davis,VTT,Canada,Profit
Government,CUST_ID_064,PROD_ID_006,High,270,260,350,"94,500.00",11340,"83,160.00","70,200.00","12,960.00"," 12,960.00 ",  ,27/01/2021,Jan,Q1,Charlotte Anderson,Amarilla,Japan,Profit
Government,CUST_ID_065,PROD_ID_006,High,"3,421.50",260,7,"23,950.50",2874.06,"21,076.44","17,107.50","3,968.94"," 3,968.94 ",  ,13/01/2022,Jan,Q1,Samuel Wilson,Amarilla,USA,Profit
Government,CUST_ID_047,PROD_ID_006,High,"2,734.00",260,7,"19,138.00",2296.56,"16,841.44","13,670.00","3,171.44"," 3,171.44 ",  ,13/04/2022,Apr,Q2,Michael Wilson,Amarilla,India,Profit
Government,CUST_ID_021,PROD_ID_005,High,"2,521.50",3,20,"50,430.00",6051.6,"44,378.40","25,215.00","19,163.40"," 19,163.40 ",  ,11/08/2022,Aug,Q3,Aiden Lewis,Carretera,Germany,Profit
Channel Partners,CUST_ID_120,PROD_ID_001,High,"2,661.00",5,12,"31,932.00",3831.84,"28,100.16","7,983.00","20,117.16"," 20,117.16 ",  ,12/07/2021,Jul,Q3,Emily Hill,Montana,Japan,Profit
Government,CUST_ID_072,PROD_ID_002,High,"1,531.00",10,20,"30,620.00",3674.4,"26,945.60","15,310.00","11,635.60"," 11,635.60 ",  ,19/05/2021,May,Q2,Emily Hill,Paseo,Japan,Profit
Government,CUST_ID_008,PROD_ID_004,High,"1,491.00",250,7,"10,437.00",1252.44,"9,184.56","7,455.00","1,729.56"," 1,729.56 ",  ,23/03/2021,Mar,Q1,Isabella Wilson,VTT,Japan,Profit
Government,CUST_ID_056,PROD_ID_004,High,"1,531.00",250,20,"30,620.00",3674.4,"26,945.60","15,310.00","11,635.60"," 11,635.60 ",  ,16/09/2021,Sep,Q3,Amelia Perez,VTT,Japan,Profit
Midmarket,CUST_ID_136,PROD_ID_005,High,"2,567.00",3,15,"38,505.00",5005.65,"33,499.35","25,670.00","7,829.35"," 7,829.35 ",  ,04/12/2021,Dec,Q4,Charlotte Hill,Carretera,Japan,Profit
Midmarket,CUST_ID_139,PROD_ID_004,High,"2,567.00",250,15,"38,505.00",5005.65,"33,499.35","25,670.00","7,829.35"," 7,829.35 ",  ,21/06/2021,Jun,Q2,Henry Garcia,VTT,England,Profit
Government,CUST_ID_042,PROD_ID_005,High,923,3,350,"323,050.00",41996.5,"281,053.50","239,980.00","41,073.50"," 41,073.50 ",  ,08/04/2022,Apr,Q2,Emily Garcia,Carretera,Canada,Profit
Government,CUST_ID_021,PROD_ID_005,High,"1,790.00",3,350,"626,500.00",81445,"545,055.00","465,400.00","79,655.00"," 79,655.00 ",  ,27/07/2021,Jul,Q3,Aiden Lewis,Carretera,Germany,Profit
Government,CUST_ID_099,PROD_ID_001,High,982.5,5,350,"343,875.00",44703.75,"299,171.25","255,450.00","43,721.25"," 43,721.25 ",  ,24/11/2022,Nov,Q4,Logan Martin,Montana,England,Profit
Government,CUST_ID_099,PROD_ID_001,High,"1,298.00",5,7,"9,086.00",1181.18,"7,904.82","6,490.00","1,414.82"," 1,414.82 ",  ,21/05/2022,May,Q2,Logan Martin,Montana,England,Profit
Channel Partners,CUST_ID_120,PROD_ID_001,High,604,5,12,"7,248.00",942.24,"6,305.76","1,812.00","4,493.76"," 4,493.76 ",  ,10/07/2021,Jul,Q3,Emily Hill,Montana,Japan,Profit
Government,CUST_ID_049,PROD_ID_001,High,"2,255.00",5,20,"45,100.00",5863,"39,237.00","22,550.00","16,687.00"," 16,687.00 ",  ,21/03/2022,Mar,Q1,Elijah Perez,Montana,USA,Profit
